Tweets	Compound	Analysis
really pleased that my friend and  colleague cllr  took the #covid19 vaccine today.if offere… 	0.7501	Positive
and breathe✨✨busy day today presenting the facebook live with  and  on covid-19 vaccinesgood d… 	0.0	Neutral
top jabbing  	0.2023	Positive
very impressed by the service &amp; care given at the ulster hospital yesterday, very grateful for the vaccine  	0.8716	Positive
while it is reassuring to see that there is a light at the end of the tunnel as #covid19 vaccine roll out continues… 	0.4019	Positive
2nd pfizer vaccine should be given within 6 weeks...... #scotland	0.0	Neutral
i’ve just got notification that dave will get his first covid-19 vaccine in morecambe tomorrow and i will get mine… 	0.0	Neutral
just had my covid-19 vaccine tonight. it was like a conveyer belt in there, no wonder they’re getting through so ma… 	0.0772	Positive
"""absence of evidence is not evidence of absence"" 🤷‍♂️ what a quote on tonight's  #vaccine #c4news #covid19"	0.0	Neutral
this is what we want for a friday! over 14 million people have now received their first dose of the vaccine, anothe… 	0.1511	Positive
sir prince charles and duchess camilla get their first covid-19 vaccine, clarence house confirms - woman&amp;home… 	0.0	Neutral
today i started day 1 of a covid vaccine trial. 2 years and 3 months of helping to find yet another way to help us… 	0.5994	Positive
today i was lucky enough to have my first covid vaccine shot from #pfizervaccine a very easy and painless process i… 	0.8155	Positive
well that’s shot  number one of the oxford az coronavirus vaccine input into my left arm 	0.34	Positive
petition: no to government and corporate penalties for refusing covid-19 vaccine 	-0.5994	Negative
 _starmer   well done for tweeting this with your tongue up johnson’s arse......	0.2732	Positive
had the covid-19 vaccine today and me would suffer with the side affects in bed feeling quite rough but am glad i had the vaccine tho	0.4588	Positive
if the vaccine is as effective as it looks, i suggest he change that date to july, at the latest. 	0.4767	Positive
it’s a shame homeopathy is utter bullshit as a single covid-19 vaccine in the water supply would have solved everyt… 	-0.7003	Negative
"shouldn't that read ""oxford astra zeneca"" jab?🤔 "	0.0	Neutral
maybe it's just me, but i'm really in two minds about the covid vaccine. there's alot of mixed messages going aroun… 	0.0	Neutral
johnson claiming today in the telegraph that mistakes he made at the start of #covid19 were because he was ‘let dow… 	-0.3612	Negative
coronavirus vaccine now available to over 50s 🦠  from 8am today, those 50-59 will be able to book the vaccine at… 	0.0	Neutral
covid vaccine data for northern ireland now available to all as a power bi dashboard. #covid #covidvaccination… 	0.0	Neutral
 do not be afraid of the vaccine. i have had mine and it was astra zeneca   i have had no side effec… 	-0.296	Negative
yes! give #covid19 #vaccine credit where it is due... 	0.68	Positive
over 40s in nottinghamshire now being invited for a covid vaccine  	0.0	Neutral
making vaccines at the wilson today with another st. george’s student. astrazeneca today  which is a safe vaccine l… 	0.4404	Positive
obligatory “i got jabbed” selfie #covid19 	0.0	Neutral
so... been “unblinded”, and found out that (as i suspected) been on the placebo for the #novavax #covid19 vaccine t… 	0.0	Neutral
doctors just rang to arrange covid19 jab so thursdays the big day. i have flu jab anyhow.	-0.3818	Negative
last week the nhs began inviting people to receive their coronavirus vaccine via text message.the vaccine is only… 	0.3182	Positive
"'casual'‼️⁉️⁉️""there is no causal link between the oxford-astrazeneca covid-19 vaccine and blood clots, according… "	-0.296	Negative
novavax vaccine efficacious against multiple covid-19 strains: the company also announced the complete analysis of… 	-0.296	Negative
only 22 cases of thrombosis and 15 cases of dvt out of 17 million+ people vaccinated in europe with astrazeneca. th… 	0.0	Neutral
a fantastic opportunity to get involved in home grown #covidvaccine research _nhs #researchvscovid 	0.7506	Positive
looking to procure uk approved “lateral flow tests” ? tests starting from £4.50  	0.4215	Positive
#covid19 #covidvaccine #coronavirusuk #coronavaccine #nhsheroes  _inclusion  … 	0.0	Neutral
early studies sow moderna &amp; pfizer vax have excellent efficacy against new covid19 variants says the ema's vax lead… 	0.5719	Positive
covid-19 jab 1 done 	0.0	Neutral
i’m led to believe, based on  analysis, that the covid19 vaccine rollout in #wales is around the 11th fastest in the world.	0.0	Neutral
just received a text inviting me for my #covidvaccine .... errrr yes please #covid19 #mondaymotivation… 	0.743	Positive
today i was lucky enough to get the opportunity to go to the covid-19 vaccine centre as part of my health visiting… 	0.6808	Positive
covid-19 vaccine booked. i'll let you know if i'm implanted with a 5g chip and have positive thoughts about clippy. zune and windows vista	0.5574	Positive
amazing how it’s called the oxford vaccine when there’s good news but any negatives it called the astrazeneca.… 	0.5187	Positive
the german government have stopped the british made vaccine the oxford vaccine the bitter german government because… 	-0.5719	Negative
novavax (nvax) coronavirus vaccine showed 86.3% effectiveness the uk strain: there was a vaccination efficacy of 48… 	-0.0516	Negative
the eu parliament have ordered the 27 to stop giving the british made the oxford vaccine because of brexit ,this is… 	0.0516	Positive
25 million britons now have the oxford vaccine and are safe from covid , how many people are safe from covid in the… 	0.7003	Positive
it has not been confirmed that the reports of blood clots were caused by the astrazeneca covid-19 vaccine. people s… 	0.0	Neutral
. you could visit a vaccine centre for a double whammy  ‍♂️ 	0.0	Neutral
this week (wednesday) is covid-19 jab  week for me at  - thank you    	0.3612	Positive
#germany &amp; #france joining 13 other countries in refusing to vaccinate their populations with #astrazeneca.wh… 	-0.4019	Negative
thank you  for my second #covidvaccine #covid19 	0.3612	Positive
is europe playing politics with the covid-19 vaccine? 	0.2023	Positive
 can somebody report on the outcome of people that have had the astrazeneca's #covid19 vaccine. #bloodclots… 	0.0	Neutral
 it really doesn't hurt the uk if other countries don't take the az vaccine. i know from research that… 	0.4686	Positive
  fantastic news that the vaccine hub at queen mary’s hospital in #roehampton opened today.thank you to all th… 	0.5574	Positive
nowt like suffering huge muscle and joint aches after getting the vaccine only to have the news on saying 2 europea… 	-0.0772	Negative
 johnson has to go.anyone else and they the media etc would be baying for their blood. 🤡🤡 k… 	0.0	Neutral
the eu countries suspending the use of the #astrazeneca vaccine are acting very irresponsibly and doing the global… 	0.0	Neutral
eu politics creeping in to the health and safety of innocent folk by any chance? #astrazeneca 	0.7351	Positive
'i’ve been fine since taking the covid-19 vaccine’ - bishop duncan williams • ..bishop duncan williams on taking… 	0.2023	Positive
better approach than most. there is a link between covid-19 and blood clots etc via long covid and this forms part… 	0.4404	Positive
so those of us in phase 2, and groups 10-12 we've still got a bit of a wait for our first jab. the covid vaccine t… 	0.0	Neutral
 yeah i am having my second dose in about 4-8 weeks, how did you do on the covid19 jab did you suffer from side effects xxx	-0.3182	Negative
very pleased to have had my first dose of the astrazenica #covid19 vaccine this morning. 	0.4927	Positive
honestly, if the rest of europe don’t roll out the  #covid19 vaccine over these vary marginal statistic… 	0.4588	Positive
i am still strongly encouraging my patients and family to take the jab if they get invited  as about 17 million in… 	0.6705	Positive
 it noted the vaccine had been approved by the european medicines agency and the world health organization… 	0.4215	Positive
_lady think that's it lisa.. coronavirus lottery jabs! it's barmy, the government should give these out unive… 	0.0	Neutral
eu....hopeless.... stop ausyralia getting its batch of astra zenneca vaccine and now they say they wont use it! wel… 	-0.3595	Negative
bring all production of the vaccine back to the uk, i’ve had enough of all the silly games. 	0.0258	Positive
"  it isn't ""causing"" blood clots. a few people have had blood clots after having th… "	0.0	Neutral
‘disgrace’: eu chief michel savaged for uk vaccine slur ‘misinformation, deflection, lies’ 	-0.4588	Negative
awful behaviour when who data shows there’s no increased risk of blood clots — this from the states who keep warnin… 	-0.6369	Negative
 you keep ducking the central issue. johnson etc, along with whitty etc when they aren't protecting the… 	0.0	Neutral
age 55 or above can use the link to book for covid vaccine.  please encourage others.  	0.6808	Positive
awake early the morning after my first covid-19 vaccine dose, had a bit of a temperature at 5:20am and had to break… 	0.0	Neutral
  why is there no national waiting list for #covid19 vaccines? so many appointments being missed… 	-0.296	Negative
so if you are fit and healthy there is no reason to have the vaccine. #covid19 #nhs 	0.4588	Positive
coronavirus vaccine updates: 2.9 million americans vaccinated in one day in a new record: the more contagious uk va… 	-0.4005	Negative
thank you all our  friends for sharing your thoughts about getting the coronavirus vaccine. 	0.8126	Positive
vaccines to the new strains  	-0.296	Negative
_england honestly says that a surge will happen as things start opening up.#covid #covid19 #covidvaccine… 	0.4588	Positive
thank you for your continuing support and patience during this challenging time. #caritasgp #covidvaccine #covid19	0.714	Positive
i have an appointment for my covid-19 jab	0.0	Neutral
i'm just getting ready to support my colleagues in the covid19 vaccine clinic this afternoon  	0.6369	Positive
always fact check what politicians say especially when it comes to figures 'misleading' covid-19 vaccine figures fr… 	0.0	Neutral
...increase acceptance of covid-19 vaccines.the speed of vaccination roll-out has also led to unexpected logistical… 	0.4588	Positive
