Tweets	Compound	Analysis
university of oxford  have a covid risk assessment online. this screenshot is my risk of dying from co… 	-0.4939	Negative
what concerns does she have about getting the vaccine, that don't apply to getting covid19? 	0.0	Neutral
look you lucky lot to get the vaccine. remember you *could* still catch covid &amp; you *could* still pass it on. don’t… 	0.4215	Positive
best wishes to my friends at waterloo house surgery in #millom for this weekend. massive second dose pfizer covid-1… 	0.836	Positive
staggering! 600,000,000 - six hundred million - #covid19 #vaccine doses  given globally. via 	0.0	Neutral
wife’s getting her 2nd upgrade installed today #covid19 jab wish i was getting my first! 	0.4574	Positive
woke up still feeling  after my covid-19 jab the other day - serious rr needed. 	0.0516	Positive
bbc news - india coronavirus: why have vaccine exports been suspended? 	-0.4767	Negative
how can i get the vaccine when i haven’t been offered it yet ? just plain stupidity 	-0.4404	Negative
just imagine getting the jab beneath them stained glass and chandeliers 	0.0	Neutral
getting my first covid-19 vaccination shot - so had to show support to both nhs workers and _football… 	0.4019	Positive
be careful people when getting vaccinated after my vaccine i stood on my head but for not long enough now all… 	0.0772	Positive
just had my first covid19 vaccine shot and it is astrazeneca 	0.0	Neutral
imagine such efficiency, multiply it by a billion and then add millions of #covidvaccine given free for… 	0.7003	Positive
&gt;covid-19 pandemic. he's also sought to cast doubt on covid-19 vaccines. he has described the uk government's covid… 	-0.3612	Negative
if you are in the uk &amp; experienced covid vaccine side effects please help build a comprehensive view of this &amp; take… 	0.7184	Positive
please get the vaccine as soon as possible! it’s the only way to be safe from covid and hopefully get back to some… 	0.8016	Positive
uk regulator found total of 30 cases of blood clot events after astrazeneca vaccine use | article [amp] | reuters 	0.0	Neutral
got my appointment booked for 1st covid-19 vaccine next week. looking forward to 	0.0	Neutral
receiving a #covid19 jab on the same day as hearing that doorstep political canvassing remains banned.   this day j… 	-0.4588	Negative
via  - more discussion on #digitalvaccinepassports ...#digitalhealth #nhs #covid19 #vaccine coronavirus… 	0.0	Neutral
#covid19 #covidvaccine 	0.0	Neutral
words by 126,000 coffins johnson. he’s presided over more deaths. 	0.0	Neutral
i don't understand what the issue is. i have had the jab and i am fine. what is your f… 	0.2023	Positive
feeling absolutely wiped out today after my 2nd #covid19 jab yesterday. in bed at 5:00 on a saturday 🤣 ... although… 	0.128	Positive
netherlands halts use of astrazeneca vaccine for people under 60 | article [amp] | reuters 	0.0	Neutral
as summer comes, the vaccine kicks in for the vulnerable and numbers plummer this! ffs jumping on the bandwagon or… 	-0.7712	Negative
yet we're still in lockdown and now need vaccine passports. fuck off. 	-0.5423	Negative
just had my #covid19 #injection after putting name on #backup list 	0.0	Neutral
i don't go away on holiday. i have helped my health by having the vaccine as i have s… 	0.4019	Positive
i think we are in the same mind set as you guys. we have had our 1st jab and await no 2.let's hope th… 	0.2732	Positive
reckless incompetence &amp; denial are the leit motifs of johnson as pm &amp;, also, the govt he leads. the… 	-0.7184	Negative
_fitz in one test of a coronavirus vaccine all the cats used in trials died 	-0.5574	Negative
both the pfizer bnt162b2 mrna covid-19 vaccine and the chadox1 ncov-19 oxford/ astrazeneca vaccine  drugs have only… 	0.0	Neutral
"puts blundering fool johnson's crass ""greed"" comment into perspective "	-0.4404	Negative
grab the jab! protects you and helps protect your family &amp; friends. #covidvaccination 	0.8718	Positive
one thing you should have done johnson!  learned from those things you did wrong first time round.oh!… 	-0.5696	Negative
does the vaccine stop the spread of #covid19 ? #gmb 	-0.296	Negative
so we unlock too quickly again without enough herd or vaccine immunity. i’m just going to leave this here...… 	-0.0516	Negative
they haven't finished yet. children are the next target for the jab. you know, the ones… 	0.0	Neutral
covid-19 coronavirus vaccine information in urdu with english subtitles via excel… 	0.0	Neutral
sunny wednesday! today would be my second covid-19 jab after work! hope wouldn’t be feeling feverish or having chills after. 	0.7772	Positive
a wee few green no #covid19 cases reporteddays for #northernireland would be just lovely to see!vaccine rate in n… 	0.4389	Positive
it was johnson's greed that caused our covid 19 reality to be so wrong. remember his talk about taking advantage of i… 	-0.6899	Negative
i’m now officially all dosed up with the second jab today  #covidvaccine #pfizer #leeds #covid19 	0.0	Neutral
gerald rayner, the ceo of rayner’s jewellery, lost his job for a more trivial quip than this. johnson et al, need… 	-0.4005	Negative
#covid19 #vaccines i seem to remember #johnson government invested in a number of different vaccines anyone rem… 	0.0772	Positive
johnson we did our bestwe didn't  know anything about itregrets 🤔simplyguilty as charged!? 	0.0	Neutral
covid-19 vaccine, 1st dose? ‘completed it mate’  feeling strangely emotional. don’t think that’s listed in the si… 	-0.0258	Negative
as uk pm boris johnson reportedly claims greed and capitalism are winning in britain against coronavirus, here is c… 	0.1779	Positive
why are they vaccinating children?because johnson &amp; his cabal report to a death cult, namely who, imf, wef &amp; umpt… 	-0.5994	Negative
most trying year rounded off with my 2nd covid jab!#covid19 #covidvacccine #yearoflockdown #lockdownreflections… 	0.0	Neutral
what is johnson this is a good idea new zealand is an island new zealand orders all arrivals to self-isolate for 1… 	0.4404	Positive
european commission vaccine export ban: vdl blocks jabs to any country with better rollout 	-0.3818	Negative
boris johnson listen to somebody else who lives on an islandsnew zealand and australia close borders to foreigner… 	0.0	Neutral
not rocket science boris johnson closed your borders stop covid 19covid-19: one year on from nz closing its borde… 	-0.296	Negative
and that’s it covid-19 jabs 1&amp;2 administered by the wonderful staff  thanks to  co-chair… 	0.765	Positive
local vaccines for local people #covid19 	0.0	Neutral
wow 🤩 had my second vaccine i still haven’t brought a microsoft computer, my arm is still in one place and i’ve n… 	0.5859	Positive
in response to your caller who was concerned over the risk of blood clots from the covid-19 vaccine. 	-0.2732	Negative
officially fully vaccinated  #covid19 #covid19vaccination #pfizer 	0.0	Neutral
pmqs live: boris johnson makes tory mps roar after mocking starmer – 'don't like it up em' 	-0.5873	Negative
get your facts right. there are thousands (if not millions), of us over 50, who have not and will have the “vaccine… 	0.0	Neutral
covid-19 vaccine: #vladimrputin receives his first jab, sets an example for russians 	0.0	Neutral
As Spain does not put the batteries with the vaccines you will eat the snot (one another) this # summer ... 	0.0	Neutral
just had my first dose of the covid-19 vaccine. feeling very grateful. thanks to the fabulous staff at south lakes,… 	0.8852	Positive
just had jab #2got a pal to fake my id to state i was 82 and jumped the queue. nurse said i didn't look a day ove… 	-0.4767	Negative
so the eu are vaccine grabbing for themselves, tjeyve blocked shipments to australia, now they threaten the uk supp… 	-0.5719	Negative
roll up roll up get your vaccine here .... 🤣🤣🤣 why vaccinate if it don’t work 	0.0	Neutral
indian astrazeneca vaccine-maker urges officials to allow uk shipment.........why is this factory india....surely w… 	0.2263	Positive
bbc news - coronavirus: eu plan for tougher controls on vaccine exports,,,,, nazis propaganda don't buy eu stuff 	-0.0772	Negative
#capitalism #covid19 so. #johnson that would be because of capitalism, because of greed? the 150,000 #covid deaths?… 	-0.4696	Negative
putin shy of endorsing russian covid-19 vaccine 	-0.25	Negative
boris johnson is responsible for the highest number of covid19 deaths per head of population compared to other adva… 	0.3818	Positive
well done australia and well done az. their vaccine at cost is the wo… 	0.4939	Positive
giving vaccine to older people first could help the coronavirus evolve 	0.6249	Positive
i have had my #covidvaccine can i still have a free one  #krispykreme? i am happy to have any leftover donuts of th… 	0.7906	Positive
#covid19 #vaccines #astrazenaca #lockdown #eu 	0.0	Neutral
a nurse carried out the injection while i was answering the questions asked by the assistant. i genuinely didn’t fe… 	0.0	Neutral
covid jab all booked! #covidvaccine  #covid19 	0.0	Neutral
so the fact i’ve loss feeling in my left arm 48 hrs after having this vaccine 🥴🥴#astrazeneca #vaccination having… 	-0.2023	Negative
work together man!! people are dying bbc news - coronavirus: eu and uk try to end row with 'win-win' on vaccines 	0.0	Neutral
'very soon'......or as johnson usually thinks.....'sometime never' 	0.0	Neutral
frightening as every country has to be on board with this vaccine for us to allow freedom of travel again x 	0.4404	Positive
wondering when i'll get my covid-19 vaccine. 52 years old and no hint of a date from . people i know… 	-0.296	Negative
i’m building one in the garden and everyone with a vaccine is getting banned 	-0.4588	Negative
unbelievable !! on second thoughts we are under a johnson regime !!! 	0.453	Positive
#vaccination #eu #astrazeneca #astrazenicabbc news - coronavirus: eu and uk try to end row with 'win-win' on vacc… 	0.0	Neutral
great shift giving covid-19 vaccines, fab team, what a view! 	0.8687	Positive
you'll have to get 8 vaccines to keep it out 	0.0	Neutral
over the age of 50? book in for the drop-in clinic for your covid-19 vaccine#vaccine #norwich #norfolk #covid19… 	0.0	Neutral
'delhi has reportedly put a temporary hold on all major exports of the astrazeneca coronavirus vaccine made by the… 	0.0	Neutral
what scientists do and don’t know about the oxford–astrazeneca covid vaccine #covid19 	0.0	Neutral
